CourseName,Unit,ReviewNumber,AvgStar,Level,Results,course_ID,combined_features
Python for Data Science,Fractal Analytics,31,3.9,Beginner level,"Explain the significance of Python in data science and its real-world applications.
Apply Python to manipulate and analyze diverse data sources, using Pandas and relevant data types
Create informative data visualizations and draw insights from data distributions and feature relationships
Develop a comprehensive data preparation workflow for machine learning, including data rescaling and feature engineering
",517,"Python for Data Science Fractal Analytics Beginner level Explain the significance of Python in data science and its real-world applications.
Apply Python to manipulate and analyze diverse data sources, using Pandas and relevant data types
Create informative data visualizations and draw insights from data distributions and feature relationships
Develop a comprehensive data preparation workflow for machine learning, including data rescaling and feature engineering
"
Machine Learning in the Enterprise,Google Cloud,1447,4.6,Intermediate level,"Describe data management, governance, and preprocessing options
Identify when to use Vertex AutoML, BigQuery ML, and custom training
Implement Vertex Vizier Hyperparameter Tuning
Explain how to create batch and online predictions, setup model monitoring, and create pipelines using Vertex AI
",423,"Machine Learning in the Enterprise Google Cloud Intermediate level Describe data management, governance, and preprocessing options
Identify when to use Vertex AutoML, BigQuery ML, and custom training
Implement Vertex Vizier Hyperparameter Tuning
Explain how to create batch and online predictions, setup model monitoring, and create pipelines using Vertex AI
"
Empowering and Transforming Your Organization with GenAI,Coursera,0,0.0,Beginner level,"How to prepare your workforce for Generative AI change
How to engage critical stakeholders about your GenAI strategy
The importance of upskilling your team to adopt GenAI
",229,"Empowering and Transforming Your Organization with GenAI Coursera Beginner level How to prepare your workforce for Generative AI change
How to engage critical stakeholders about your GenAI strategy
The importance of upskilling your team to adopt GenAI
"
Navigating Generative AI Risks for Leaders,Coursera,0,0.0,Beginner level,"The meaning of Responsible AI
The risks and concerns associated with GenAI
Perspectives on how to navigate these risks
",465,"Navigating Generative AI Risks for Leaders Coursera Beginner level The meaning of Responsible AI
The risks and concerns associated with GenAI
Perspectives on how to navigate these risks
"
Storytelling With Data,Coursera Project Network,146,4.5,Beginner level," Learn how to use Suspense and Surprise in storytelling
Learn how to use action headings and  highlight data to put your point across
",578,"Storytelling With Data Coursera Project Network Beginner level  Learn how to use Suspense and Surprise in storytelling
Learn how to use action headings and  highlight data to put your point across
"
Total Data Quality Specialization,University of Michigan,14,4.5,Beginner level,"Explore the Total Data Quality framework.
Learn how to integrate data quality assessments as a critical component in all your projects.
Understand on the initial steps of data science, emphasizing data collection, data source evaluation, and techniques for ensuring high-quality data. 
",606,"Total Data Quality Specialization University of Michigan Beginner level Explore the Total Data Quality framework.
Learn how to integrate data quality assessments as a critical component in all your projects.
Understand on the initial steps of data science, emphasizing data collection, data source evaluation, and techniques for ensuring high-quality data. 
"
Machine Learning for Computer Vision,MathWorks,14,4.9,Intermediate level,"Prepare data and create features for classifying images
Train & evaluate models to classify images using 
Train & evaluate object detection machine learning models
Customize model training for different applications using cost matrices
",420,"Machine Learning for Computer Vision MathWorks Intermediate level Prepare data and create features for classifying images
Train & evaluate models to classify images using 
Train & evaluate object detection machine learning models
Customize model training for different applications using cost matrices
"
Tableau Business Intelligence Analyst Professional Certificate,Tableau Learning Partner,311,4.7,Beginner level,"Gain the essential skills necessary to excel in an entry-level Business Intelligence Analytics role.
Learn to use Tableau Public to manipulate and prepare data for analysis.
Craft and dissect data visualizations that reveal patterns and drive actionable insights.
Construct captivating narratives through data, enabling stakeholders to explore insights effectively.
",587,"Tableau Business Intelligence Analyst Professional Certificate Tableau Learning Partner Beginner level Gain the essential skills necessary to excel in an entry-level Business Intelligence Analytics role.
Learn to use Tableau Public to manipulate and prepare data for analysis.
Craft and dissect data visualizations that reveal patterns and drive actionable insights.
Construct captivating narratives through data, enabling stakeholders to explore insights effectively.
"
Introduction to Machine Learning in Sports Analytics,University of Michigan,17,4.6,Intermediate level,"Gain an understanding of how classification and regression techniques can be used to enable sports analytics across athletic activities and events.
",373,"Introduction to Machine Learning in Sports Analytics University of Michigan Intermediate level Gain an understanding of how classification and regression techniques can be used to enable sports analytics across athletic activities and events.
"
Create Technical Stock Charts Using R and Quantmod,Coursera Project Network,135,4.5,Beginner level,"Ability to pull down Stock Data using the R Quantmod Package.
Practice creating daily returns quickly on mutliple stocks simultaneously.
 
Apply a Techincal Indicators for stocks chosen (i.e., Bollinger Bands, RSI, EMA).
",110,"Create Technical Stock Charts Using R and Quantmod Coursera Project Network Beginner level Ability to pull down Stock Data using the R Quantmod Package.
Practice creating daily returns quickly on mutliple stocks simultaneously.
 
Apply a Techincal Indicators for stocks chosen (i.e., Bollinger Bands, RSI, EMA).
"
Moneyball and Beyond,University of Michigan,47,4.6,Intermediate level,"Program data using Python to test the claims that lie behind the Moneyball story.
Use statistics to conduct your own team and  player analyses.
",454,"Moneyball and Beyond University of Michigan Intermediate level Program data using Python to test the claims that lie behind the Moneyball story.
Use statistics to conduct your own team and  player analyses.
"
Mastering Data Analysis with Pandas,Coursera Project Network,146,4.6,Beginner level,"Master data analysis and manipulation in Pandas and Python
Define and manipulate Pandas Series
Master Pandas Attributes, methods and math operations
",436,"Mastering Data Analysis with Pandas Coursera Project Network Beginner level Master data analysis and manipulation in Pandas and Python
Define and manipulate Pandas Series
Master Pandas Attributes, methods and math operations
"
Data Balancing with Gen AI: Credit Card Fraud Detection,Coursera Project Network,0,0.0,Intermediate level," Clean and preprocess data for GANs  
 Employ GANs (Generative Adversarial Networks) for data generation   
 Apply PCA (Principal Component Analysis) for Data Exploration  
",140,"Data Balancing with Gen AI: Credit Card Fraud Detection Coursera Project Network Intermediate level  Clean and preprocess data for GANs  
 Employ GANs (Generative Adversarial Networks) for data generation   
 Apply PCA (Principal Component Analysis) for Data Exploration  
"
Multiple Linear Regression with scikit-learn,Coursera Project Network,355,4.5,Beginner level,"Build univariate and multivariate linear regression models in Python using scikit-learn
Perform Exploratory Data Analysis (EDA) and data visualization with seaborn
Evaluate model fit and accuracy using numerical measures such as R² and RMSE
Model interaction effects in regression using basic feature engineering techniques
",455,"Multiple Linear Regression with scikit-learn Coursera Project Network Beginner level Build univariate and multivariate linear regression models in Python using scikit-learn
Perform Exploratory Data Analysis (EDA) and data visualization with seaborn
Evaluate model fit and accuracy using numerical measures such as R² and RMSE
Model interaction effects in regression using basic feature engineering techniques
"
Data Analysis with OpenAI API: Save time with GenAI,Coursera Project Network,0,0.0,Intermediate level," Customize prompts and adapt them to diverse data analysis needs with the OpenAI API  
Craft context-rich prompts that incorporate data to drive effective data analysis using Generative AI.  
Apply the principles learned to solve real-world analytical challenges and make informed data-driven decisions  
",130,"Data Analysis with OpenAI API: Save time with GenAI Coursera Project Network Intermediate level  Customize prompts and adapt them to diverse data analysis needs with the OpenAI API  
Craft context-rich prompts that incorporate data to drive effective data analysis using Generative AI.  
Apply the principles learned to solve real-world analytical challenges and make informed data-driven decisions  
"
Linear Regression with Python,Coursera Project Network,421,4.6,Intermediate level,"Create a linear model, and implement gradient descent.
Train the linear model to fit given data using gradient descent.
",402,"Linear Regression with Python Coursera Project Network Intermediate level Create a linear model, and implement gradient descent.
Train the linear model to fit given data using gradient descent.
"
Introduction to Data Analytics,IBM,14569,4.8,Beginner level,"Explain what Data Analytics is and the key steps in the Data Analytics process
Differentiate between different data roles such as Data Engineer, Data Analyst, Data Scientist, Business Analyst, and Business Intelligence Analyst
Describe the different types of data structures, file formats, and sources of data
Describe the data analysis process involving collecting, wrangling, mining, and visualizing data
",363,"Introduction to Data Analytics IBM Beginner level Explain what Data Analytics is and the key steps in the Data Analytics process
Differentiate between different data roles such as Data Engineer, Data Analyst, Data Scientist, Business Analyst, and Business Intelligence Analyst
Describe the different types of data structures, file formats, and sources of data
Describe the data analysis process involving collecting, wrangling, mining, and visualizing data
"
Predict Future Product Prices Using Facebook Prophet,Coursera Project Network,409,4.4,Intermediate level,"Understand the theory and intuition behind Facebook Prophet time series forecasting tool  
Build and train time series forecasting model using Facebook prophet
Assess Trained model performance
",487,"Predict Future Product Prices Using Facebook Prophet Coursera Project Network Intermediate level Understand the theory and intuition behind Facebook Prophet time series forecasting tool  
Build and train time series forecasting model using Facebook prophet
Assess Trained model performance
"
Diabetes Prediction With Pyspark MLLIB,Coursera Project Network,19,4.6,Intermediate level,"Learn to Build and Train Logistic Regression Classifier using Pyspark MLLIB
Learn to set up Pyspark on the Google Colab Environment
Learn to work with Pyspark Dataframe
",224,"Diabetes Prediction With Pyspark MLLIB Coursera Project Network Intermediate level Learn to Build and Train Logistic Regression Classifier using Pyspark MLLIB
Learn to set up Pyspark on the Google Colab Environment
Learn to work with Pyspark Dataframe
"
Interactive Machine Learning Dashboards using Plotly Dash,Coursera Project Network,29,4.4,Intermediate level,"Prepare dashboard design
Create beautiful plots
Integrate plots to create interactive components
",344,"Interactive Machine Learning Dashboards using Plotly Dash Coursera Project Network Intermediate level Prepare dashboard design
Create beautiful plots
Integrate plots to create interactive components
"
SQL Window Functions for Analytics,Coursera Project Network,29,4.7,Advanced level,"Understand how SQL window functions work and how to use them
Manipulate data in tables using SQL SELECT statements together with window functions
Use different SQL windows to get database insights
",544,"SQL Window Functions for Analytics Coursera Project Network Advanced level Understand how SQL window functions work and how to use them
Manipulate data in tables using SQL SELECT statements together with window functions
Use different SQL windows to get database insights
"
Unsupervised Machine Learning for Customer Market Segmentation,Coursera Project Network,329,4.7,Beginner level,"Understand how to leverage the power of machine learning to transform marketing departments and perform customer segmentation
Compile and fit unsupervised machine learning models such as PCA and K-Means to training data.
Understand the theory and intuition behind Principal Component Analysis (PCA) and k-means clustering machine learning algorithm
Learn how to obtain the optimal number of clusters using the elbow method
",621,"Unsupervised Machine Learning for Customer Market Segmentation Coursera Project Network Beginner level Understand how to leverage the power of machine learning to transform marketing departments and perform customer segmentation
Compile and fit unsupervised machine learning models such as PCA and K-Means to training data.
Understand the theory and intuition behind Principal Component Analysis (PCA) and k-means clustering machine learning algorithm
Learn how to obtain the optimal number of clusters using the elbow method
"
3D SARS-CoV-19 Protein Visualization With Biopython,Coursera Project Network,77,4.5,Intermediate level,"Biological sequence/ Data manipulation with Biopython
Query Biological Databases using Biopython & web-scraping
Create an interactive  3D model of SARS-CoV-19 Protein
",0,"3D SARS-CoV-19 Protein Visualization With Biopython Coursera Project Network Intermediate level Biological sequence/ Data manipulation with Biopython
Query Biological Databases using Biopython & web-scraping
Create an interactive  3D model of SARS-CoV-19 Protein
"
Data Engineering with MS Azure Synapse Apache Spark Pools,Microsoft,31,3.7,Intermediate level,"How to perform data engineering with Azure Synapse Apache Spark Pools to boost the performance of big-data analytic applications
How to ingest data using Apache Spark Notebooks in Azure Synapse Analytics
How to transform data using DataFrames in Apache Spark Pools in Azure Synapse Analytics
How to monitor and manage data engineering workloads with Apache Spark in Azure Synapse Analytics
",146,"Data Engineering with MS Azure Synapse Apache Spark Pools Microsoft Intermediate level How to perform data engineering with Azure Synapse Apache Spark Pools to boost the performance of big-data analytic applications
How to ingest data using Apache Spark Notebooks in Azure Synapse Analytics
How to transform data using DataFrames in Apache Spark Pools in Azure Synapse Analytics
How to monitor and manage data engineering workloads with Apache Spark in Azure Synapse Analytics
"
Analysing Covid-19 Geospatial data with Python,Coursera Project Network,14,3.9,Intermediate level,"Perform Spatial join with different datasets.
Create Different Maps and visualization with Geopandas.
Learn how to preprocess geospatial data with Python
",22,"Analysing Covid-19 Geospatial data with Python Coursera Project Network Intermediate level Perform Spatial join with different datasets.
Create Different Maps and visualization with Geopandas.
Learn how to preprocess geospatial data with Python
"
Operational Analytics with Microsoft Azure Synapse Analytics,Microsoft,19,4.5,Intermediate level,"How to perform operational analytics against Azure Cosmos DB using the Azure Synapse Link feature within Azure Synapse Analytics
How to query Azure Cosmos DB with SQL Serverless/Apache Spark for Azure Synapse Analytics 
How to configure and enable Azure Synapse Link to interact with Azure Cosmos DB
How to use hybrid transactional and analytical processing to perform operational analytics with Azure Synapse Analytics 
",471,"Operational Analytics with Microsoft Azure Synapse Analytics Microsoft Intermediate level How to perform operational analytics against Azure Cosmos DB using the Azure Synapse Link feature within Azure Synapse Analytics
How to query Azure Cosmos DB with SQL Serverless/Apache Spark for Azure Synapse Analytics 
How to configure and enable Azure Synapse Link to interact with Azure Cosmos DB
How to use hybrid transactional and analytical processing to perform operational analytics with Azure Synapse Analytics 
"
Cervical Cancer Risk Prediction Using Machine Learning,Coursera Project Network,27,4.7,Beginner level,"Understand the theory and intuition behind XGBoost Algorithm
Preform exploratory data analysis
Develop, train and evaluate XG-Boost classifier model using Scikit-Learn
",86,"Cervical Cancer Risk Prediction Using Machine Learning Coursera Project Network Beginner level Understand the theory and intuition behind XGBoost Algorithm
Preform exploratory data analysis
Develop, train and evaluate XG-Boost classifier model using Scikit-Learn
"
"Managing, Describing, and Analyzing Data",University of Colorado Boulder,27,4.6,Beginner level,"Calculate descriptive statistics and create graphical representations using R software
Solve problems and make decisions using probability distributions
Explore the basics of sampling and sampling distributions with respect to statistical inference
Classify types of data with scales of measurement
",434,"Managing, Describing, and Analyzing Data University of Colorado Boulder Beginner level Calculate descriptive statistics and create graphical representations using R software
Solve problems and make decisions using probability distributions
Explore the basics of sampling and sampling distributions with respect to statistical inference
Classify types of data with scales of measurement
"
Introduction to Computational Statistics for Data Scientists Specialization,Databricks,46,3.8,Beginner level,"The basics of  Bayesian modeling and inference.
A conceptual understanding of the techniques used to perform Bayesian inference in practice.
Learn how to use PyMC3 to solve real-world problems.
",359,"Introduction to Computational Statistics for Data Scientists Specialization Databricks Beginner level The basics of  Bayesian modeling and inference.
A conceptual understanding of the techniques used to perform Bayesian inference in practice.
Learn how to use PyMC3 to solve real-world problems.
"
Learn Embeddings and Vector Databases,Scrimba,0,0.0,Intermediate level,"Understand and Create Embedding
Utilize Vector Databases
Implement Advanced AI Solutions
",395,"Learn Embeddings and Vector Databases Scrimba Intermediate level Understand and Create Embedding
Utilize Vector Databases
Implement Advanced AI Solutions
"
Managing Machine Learning Projects with Google Cloud,Google Cloud,3605,4.6,Beginner level,"Explore common machine learning use cases implemented by businesses.
Assess the feasibility of your own ML use case and its ability to meaningfully impact your business. 
Identify the requirements to build, train, and evaluate an ML model. 
Define data characteristics and biases that affect the quality of ML models and recognize key considerations for managing ML projects. 
",433,"Managing Machine Learning Projects with Google Cloud Google Cloud Beginner level Explore common machine learning use cases implemented by businesses.
Assess the feasibility of your own ML use case and its ability to meaningfully impact your business. 
Identify the requirements to build, train, and evaluate an ML model. 
Define data characteristics and biases that affect the quality of ML models and recognize key considerations for managing ML projects. 
"
Statistics For Data Science,Coursera Project Network,20,4.0,Beginner level,"Understanding distribution of the dataset, measure the spread and much more
",575,"Statistics For Data Science Coursera Project Network Beginner level Understanding distribution of the dataset, measure the spread and much more
"
Social Network Analysis,"University of California, Davis",223,4.7,Beginner level,"Define networks and discover the languages networks use.
Analyze a social network through data wrangling and visualizing a network.
Discuss what mechanisms generate networks.
Examine social networks analysis using case studies.
",563,"Social Network Analysis University of California, Davis Beginner level Define networks and discover the languages networks use.
Analyze a social network through data wrangling and visualizing a network.
Discuss what mechanisms generate networks.
Examine social networks analysis using case studies.
"
Data Engineering in AWS,Whizlabs,11,3.3,Beginner level," Analyze various data gathering techniques  
 Analyze techniques to handle missing data  
 Implement feature extraction and feature selection with Principal Component Analysis and Variance Thresholds  
",145,"Data Engineering in AWS Whizlabs Beginner level  Analyze various data gathering techniques  
 Analyze techniques to handle missing data  
 Implement feature extraction and feature selection with Principal Component Analysis and Variance Thresholds  
"
"Performing Network, Path, and Text Analyses in SAS Visual Analytics",SAS,190,4.7,Intermediate level," To describe the data structure needed for network analysis, path analysis, and text analytics.
How to create network analysis to analyze relationship between entities in SAS Visual Analytics.  
How to create path analysis to understand frequent paths in SAS Visual Analytics.    
How to create text analytics to analyze unstructured text in SAS Visual Analytics.    
",479,"Performing Network, Path, and Text Analyses in SAS Visual Analytics SAS Intermediate level  To describe the data structure needed for network analysis, path analysis, and text analytics.
How to create network analysis to analyze relationship between entities in SAS Visual Analytics.  
How to create path analysis to understand frequent paths in SAS Visual Analytics.    
How to create text analytics to analyze unstructured text in SAS Visual Analytics.    
"
Natural Language Processing in Microsoft Azure,Microsoft,75,4.7,Beginner level,"How to describe features of Natural Language Processing (NLP) workloads on Azure 
How to identify features of common NLP Workload Scenarios
How to identify Azure tools and services for NLP workloads
",459,"Natural Language Processing in Microsoft Azure Microsoft Beginner level How to describe features of Natural Language Processing (NLP) workloads on Azure 
How to identify features of common NLP Workload Scenarios
How to identify Azure tools and services for NLP workloads
"
Azure Data Lake Storage Gen2 and Data Streaming Solution,Microsoft,29,4.2,Intermediate level,"How to use Azure Data Lake Storage to make processing Big Data analytical solutions more efficient. 
How to set up a stream analytics job to stream data and manage a running job
How to describe the concepts of event processing and streaming data and how this applies to Azure Stream Analytics 
How to use Advanced Threat Protection to proactively monitor your system and describe the various ways to upload data to Data Lake Storage Gen 2
",44,"Azure Data Lake Storage Gen2 and Data Streaming Solution Microsoft Intermediate level How to use Azure Data Lake Storage to make processing Big Data analytical solutions more efficient. 
How to set up a stream analytics job to stream data and manage a running job
How to describe the concepts of event processing and streaming data and how this applies to Azure Stream Analytics 
How to use Advanced Threat Protection to proactively monitor your system and describe the various ways to upload data to Data Lake Storage Gen 2
"
Build a Data Science Web App with Streamlit and Python,Coursera Project Network,732,4.6,Intermediate level,"Build interactive web applications with Streamlit and Python
Use Pandas for data manipulation in data science workflows
",63,"Build a Data Science Web App with Streamlit and Python Coursera Project Network Intermediate level Build interactive web applications with Streamlit and Python
Use Pandas for data manipulation in data science workflows
"
Creating Advanced Reports with SAS Visual Analytics,SAS,207,4.7,Intermediate level,"How to create advanced data items (like calculated items and aggregated measures) in SAS Visual Analytics.
How to create advanced static and interactive filters and advanced ranks in SAS Visual Analytics.
How to create and apply parameters to make reports more dynamic in SAS Visual Analytics.     
",112,"Creating Advanced Reports with SAS Visual Analytics SAS Intermediate level How to create advanced data items (like calculated items and aggregated measures) in SAS Visual Analytics.
How to create advanced static and interactive filters and advanced ranks in SAS Visual Analytics.
How to create and apply parameters to make reports more dynamic in SAS Visual Analytics.     
"
Sourcing Analytics,Rutgers the State University of New Jersey,0,0.0,Beginner level,"Sourcing intelligence to help companies identify and select suppliers for critical components.
Sourcing analytics framework on how analytics can help with sourcing.
Bargain power analysis to support better negotiation and bargaining with suppliers.
",566,"Sourcing Analytics Rutgers the State University of New Jersey Beginner level Sourcing intelligence to help companies identify and select suppliers for critical components.
Sourcing analytics framework on how analytics can help with sourcing.
Bargain power analysis to support better negotiation and bargaining with suppliers.
"
Demand Planning in RStudio: Create Demand Forecast,Coursera Project Network,0,0.0,Intermediate level,"Analyse demand data and cateogorise products based on trend and seasonality
Model demand data and create demand forecast for a given number of forecasting periods.
Diagnose the demand model; evaluate the forecast; plot and export the output.
",210,"Demand Planning in RStudio: Create Demand Forecast Coursera Project Network Intermediate level Analyse demand data and cateogorise products based on trend and seasonality
Model demand data and create demand forecast for a given number of forecasting periods.
Diagnose the demand model; evaluate the forecast; plot and export the output.
"
Twitter API: Mining Data using Orange Data Mining Platform,Coursera Project Network,0,0.0,Beginner level,"Create a Twitter developer account, apply for elevated access and use Twitter API keys to fetch data from Twitter using Orange data mining software
Perform sentiment analysis using Heatmap through VADER method
Create WordCloud for text visualization,  Document map for geo-location data & use Tweet Profiler widget to find emotion behind the tweet
",614,"Twitter API: Mining Data using Orange Data Mining Platform Coursera Project Network Beginner level Create a Twitter developer account, apply for elevated access and use Twitter API keys to fetch data from Twitter using Orange data mining software
Perform sentiment analysis using Heatmap through VADER method
Create WordCloud for text visualization,  Document map for geo-location data & use Tweet Profiler widget to find emotion behind the tweet
"
Predictive Modeling and Machine Learning with MATLAB,MathWorks,111,4.8,Intermediate level,"Apply a full machine learning workflow, from cleaning data to training & evaluating models using a real-world dataset
Use apps to quickly train many machine learning models to find the best approach for your application
Customize training using cost matrices to emphasize important classes
",494,"Predictive Modeling and Machine Learning with MATLAB MathWorks Intermediate level Apply a full machine learning workflow, from cleaning data to training & evaluating models using a real-world dataset
Use apps to quickly train many machine learning models to find the best approach for your application
Customize training using cost matrices to emphasize important classes
"
Introduction to Customer Segmentation in Python,Coursera Project Network,25,4.5,Beginner level,"Dimensionality Reduction using standard PCA and variants
Create interactive plots
Clustering data using K-Means with evaluation metrics
",361,"Introduction to Customer Segmentation in Python Coursera Project Network Beginner level Dimensionality Reduction using standard PCA and variants
Create interactive plots
Clustering data using K-Means with evaluation metrics
"
Deploy Models with TensorFlow Serving and Flask,Coursera Project Network,198,4.5,Intermediate level,"Serve a TensorFlow model with TensorFlow Serving and Docker.
Create a web application with Flask to work as an interface to a served model.
",212,"Deploy Models with TensorFlow Serving and Flask Coursera Project Network Intermediate level Serve a TensorFlow model with TensorFlow Serving and Docker.
Create a web application with Flask to work as an interface to a served model.
"
Introduction to Topic Modelling in R,Coursera Project Network,0,0.0,Beginner level,"Load textual data into R, and pre-process it
Convert textual data into a document feature matrix
Run an LDA topic model on your data
",388,"Introduction to Topic Modelling in R Coursera Project Network Beginner level Load textual data into R, and pre-process it
Convert textual data into a document feature matrix
Run an LDA topic model on your data
"
Explainable AI: Scene Classification and GradCam Visualization,Coursera Project Network,53,4.7,Intermediate level,"Understand the theory and intuition behind Deep Neural Networks, Residual Nets, and Convolutional Neural Networks (CNNs)
Build a deep learning model based on Convolutional Neural Network and Residual blocks using Keras with Tensorflow 2.0 as a backend
Visualize the Activation Maps used by CNN to make predictions using Grad-CAM and Deploy the trained model using Tensorflow Serving
",239,"Explainable AI: Scene Classification and GradCam Visualization Coursera Project Network Intermediate level Understand the theory and intuition behind Deep Neural Networks, Residual Nets, and Convolutional Neural Networks (CNNs)
Build a deep learning model based on Convolutional Neural Network and Residual blocks using Keras with Tensorflow 2.0 as a backend
Visualize the Activation Maps used by CNN to make predictions using Grad-CAM and Deploy the trained model using Tensorflow Serving
"
Data Science: Statistics and Machine Learning Specialization,Johns Hopkins University,593,4.6,Intermediate level,"Perform regression analysis, least squares and inference using regression models.
Build and apply prediction functions
Develop public data products
",169,"Data Science: Statistics and Machine Learning Specialization Johns Hopkins University Intermediate level Perform regression analysis, least squares and inference using regression models.
Build and apply prediction functions
Develop public data products
"
Generate Synthetic Images with DCGANs in Keras,Coursera Project Network,249,4.5,Advanced level,"Understand Deep Convolutional Generative Adversarial Networks (DCGANs and GANs)
Design and train DCGANs using the Keras API in Python
",284,"Generate Synthetic Images with DCGANs in Keras Coursera Project Network Advanced level Understand Deep Convolutional Generative Adversarial Networks (DCGANs and GANs)
Design and train DCGANs using the Keras API in Python
"
"Classification Trees in Python, From Start To Finish",Coursera Project Network,229,4.6,Intermediate level,"Create Classification Trees in Python
Apply Cost Complexity Pruning in Python
Apply Cross Validation in Python
Create Confusion Matrices in Python
",91,"Classification Trees in Python, From Start To Finish Coursera Project Network Intermediate level Create Classification Trees in Python
Apply Cost Complexity Pruning in Python
Apply Cross Validation in Python
Create Confusion Matrices in Python
"
English/French Translator: Long Short Term Memory Networks,Coursera Project Network,51,1.5,Beginner level,"Create a pipeline to remove stop-words, perform tokenization and padding
Understand the theory and intuition behind Recurrent Neural Networks and LSTM
Train the deep learning model and assess its performance   
",230,"English/French Translator: Long Short Term Memory Networks Coursera Project Network Beginner level Create a pipeline to remove stop-words, perform tokenization and padding
Understand the theory and intuition behind Recurrent Neural Networks and LSTM
Train the deep learning model and assess its performance   
"
Geospatial Data Visualization using Python and Folium,Coursera Project Network,12,5.0,Intermediate level,"Learn how to Preprocess and Prepare your Geospatial Data 
Learn how to use Folium python module for Geospatial Data visualization  
Learn to extract time related informations from timestamps 
",300,"Geospatial Data Visualization using Python and Folium Coursera Project Network Intermediate level Learn how to Preprocess and Prepare your Geospatial Data 
Learn how to use Folium python module for Geospatial Data visualization  
Learn to extract time related informations from timestamps 
"
Deep Learning with PyTorch : Build an AutoEncoder,Coursera Project Network,13,4.1,Beginner level,"Create Custom Dataset 
Create AutoEncoder Network 
Train AutoEncoder Network 
",202,"Deep Learning with PyTorch : Build an AutoEncoder Coursera Project Network Beginner level Create Custom Dataset 
Create AutoEncoder Network 
Train AutoEncoder Network 
"
Bank Loan Approval Prediction With Artificial Neural Nets,Coursera Project Network,28,4.6,Beginner level,"Understand the theory and intuition behind Deep Neural Networks
Build and train a deep learning model using Keras with Tensorflow 2.0 as a backend.
Assess the performance of trained model and ensure its generalization using various Key performance indicators.
",45,"Bank Loan Approval Prediction With Artificial Neural Nets Coursera Project Network Beginner level Understand the theory and intuition behind Deep Neural Networks
Build and train a deep learning model using Keras with Tensorflow 2.0 as a backend.
Assess the performance of trained model and ensure its generalization using various Key performance indicators.
"
Introduction to R: Basic R syntax,Coursera Project Network,39,4.5,Beginner level,"Run your first code in the statistical programming language R
Learn how to create objects and vectors in R and assign values to them
",383,"Introduction to R: Basic R syntax Coursera Project Network Beginner level Run your first code in the statistical programming language R
Learn how to create objects and vectors in R and assign values to them
"
Descriptive and Inferential Statistics in R,Coursera Project Network,11,4.4,Intermediate level,"summarize descriptive statistics in R
calculate correlations in R
perform hypothesis testing in R
",216,"Descriptive and Inferential Statistics in R Coursera Project Network Intermediate level summarize descriptive statistics in R
calculate correlations in R
perform hypothesis testing in R
"
Linear Regression with NumPy and Python,Coursera Project Network,984,4.5,Intermediate level,"Implement the gradient descent algorithm from scratch
Perform univariate linear regression with Numpy and Python
Create data visualizations and plots using matplotlib
",401,"Linear Regression with NumPy and Python Coursera Project Network Intermediate level Implement the gradient descent algorithm from scratch
Perform univariate linear regression with Numpy and Python
Create data visualizations and plots using matplotlib
"
The Power of Statistics,Google,444,4.8,Advanced level,"Explore and summarize a dataset 
Use probability distributions to model data
Conduct a hypothesis test to identify insights about data
Perform statistical analyses using Python 
",596,"The Power of Statistics Google Advanced level Explore and summarize a dataset 
Use probability distributions to model data
Conduct a hypothesis test to identify insights about data
Perform statistical analyses using Python 
"
Interactive Geospatial Visualization:Kepler GL & Jupyter Lab,Coursera Project Network,0,0.0,Intermediate level,"Create different geospatial data visualizations with Kepler & Jupyter Notebook
Design geospatial data visualization effectively with Kepler
Learn the fundamentals of large scale Geospatial big data visualization.
",343,"Interactive Geospatial Visualization:Kepler GL & Jupyter Lab Coursera Project Network Intermediate level Create different geospatial data visualizations with Kepler & Jupyter Notebook
Design geospatial data visualization effectively with Kepler
Learn the fundamentals of large scale Geospatial big data visualization.
"
Titanic Survival Prediction Using Machine Learning,Coursera Project Network,12,4.8,Beginner level,"Understand the theory and intuition behind logistic regression classifier models
Build, train and test a logistic regression classifier model in Scikit-Learn 
Perform data cleaning, feature engineering and visualization
",604,"Titanic Survival Prediction Using Machine Learning Coursera Project Network Beginner level Understand the theory and intuition behind logistic regression classifier models
Build, train and test a logistic regression classifier model in Scikit-Learn 
Perform data cleaning, feature engineering and visualization
"
Fashion Classification with Deep Learning for Beginners,Coursera Project Network,0,0.0,Beginner level,"Understand the theory and intuition behind artificial neural networks
Perform data cleaning, feature engineering and visualization
Build, train and test an artificial neural network model in Keras and Tensorflow
",258,"Fashion Classification with Deep Learning for Beginners Coursera Project Network Beginner level Understand the theory and intuition behind artificial neural networks
Perform data cleaning, feature engineering and visualization
Build, train and test an artificial neural network model in Keras and Tensorflow
"
Building Recommendation System Using MXNET on AWS Sagemaker,Coursera Project Network,0,0.0,Advanced level,"Learn how to train a Recommendation System using Matrix Factorization using AWS Sagemaker.
Deploy it in production on the cloud using AWS Sagemaker.
",71,"Building Recommendation System Using MXNET on AWS Sagemaker Coursera Project Network Advanced level Learn how to train a Recommendation System using Matrix Factorization using AWS Sagemaker.
Deploy it in production on the cloud using AWS Sagemaker.
"
